00後	línglínghòu
言詞	yáncí
言語學	yányǔxué
言語	yányǔ
言語	yányu,yányǔ,yuányi,niányu
言說	yánshuō
言談	yántán
言談	yántán
言論自由	yánlùnzìyóu
言論	yánlùn
言論	yánlùn
言過其實	yánguòqíshí
訁	yán,yánzìpáng
訂位	dìngwèi
訂位	dìngwèi
訂單	dìngdān
訂婚戒指	dìnghūn jièzhǐ
訂婚指環	dìnghūn zhǐhuán
訂婚	dìnghūn
訂定	dìngdìng
訂戶	dìnghù
訂書機	dìngshūjī
訂書釘	dìngshūdīng,dīngshūdīng
訂正	dìngzhèng
訂票	dìngpiào
訂立	dìnglì
訂	dìng
訂貨	dìnghuò
訂購	dìnggòu
訂閱者	dìngyuèzhě
訂閱	dìngyuè
訃告	fùgào
訃聞	fùwén
訃	fù
訇	hōng
計劃免疫	jìhuà miǎnyì
計劃生育政策	jìhuà shēngyù zhèngcè
計劃生育	jìhuà shēngyù
計劃經濟	jìhuà jīngjì
計劃	jìhuà
計劃	jìhuà
計將安出	jì jiāng ān chū
計息	jì息
計數器	jìshùqì,jìshǔqì
計數	jìshǔ
計數	jìshù
計時器	jìshíqì
計時	jìshí
計有	jìyǒu
計步器	jìbùqì
計生	jìshēng
計略	jìlüè
計票	jìpiào
計程器	jìchéngqì
計程表	jìchéngbiǎo
計程	jìchéng
計程車	jìchéngchē
計策	jìcè
計算器	jìsuànqì
計算尺	jìsuànchǐ
計算機工程	jìsuànjī gōngchéng
計算機科學家	jìsuànjī kēxuéjiā
計算機科學	jìsuànjī kēxué
計算機程序	jìsuànjī chéngxù
計算機程式	jìsuànjī chéngshì
計算機系統結構	jìsuànjī xìtǒng jiégòu
計算機編程	jìsuànjī biānchéng
計算機翻譯	jìsuànjī fānyì
計算機語言	jìsuànjī yǔyán
計算機	jìsuànjī
計算語言學	jìsuàn yǔyánxué
計算	jìsuàn
計謀	jìmóu
計議	jìyì
計	jì
計較	jìjiào
計量經濟學	jìliàng jīngjìxué
計量	jìliàng,jìliáng
計量	jìliàng,jìliáng
計順	Jìshùn
訊問	xùnwèn
訊息	xùn息
訊號	xùnhào
訊	xùn
訊雜比	xùnzábǐ
訌	訌
訍	chà,chài
討人嫌	tǎorénxián
討伐	tǎo伐
討債	tǎozhài
討價	tǎojià
討價還價	tǎojiàhuánjià
討厭	tǎoyàn
討厭	tǎoyàn
討好	tǎohǎo
討巧	tǎoqiǎo
討教	tǎojiào
討論會	tǎolùnhuì
討論	tǎolùn
討論	tǎolùn
討	tǎo
討賊	tǎozéi
討逆	tǎonì
訏	xū
訐	jié
訒	rèn
訓令	xùnlìng
訓導篇	Xùndǎopiān
訓導	xùndǎo
訓斥	xùnchì
訓民正音	Xùnmín-Zhèngyīn
訓示	xùnshì
訓示	xùnshì
訓練有素	xùnliànyǒusù
訓練營	xùnliànyíng
訓練	xùnliàn
訓練	xùnliàn
訓習	xùnxí
訓育	xùnyù
訓詁學	xùngǔxué
訓詁家	xùngǔjiā
訓詁	xùngǔ
訓詁	xùngǔ
訓話	xùnhuà
訓話	xùnhuà
訓誡	xùnjiè
訓誡	xùnjiè
訓讀	xùndú
訓	xùn
訕議	shànyì
訕	shàn
訖	qì
託付	tuōfù
託付終身	tuōfù zhōngshēn
託庇	tuōbì
託	tuō
託故	tuōgù
託疾	tuōjí
託病	tuōbìng
託管	tuōguǎn
託管	tuōguǎn
託言	tuōyán
託詞	tuōcí
託詞	tuōcí
記不住	jì不zhù
記不得	jì不dé
記事本	jìshìběn
記事	jìshì
記事	jìshì
記住	jìzhù
記入	jìrù
記取	jìqǔ
記實	jìshí
記帳	jìzhàng
記得	jìde
記心	jìxīn
記性兒	jìxingr
記性	jìxìng
記恨	jìhèn
記憶力	jìyìlì
記憶棒	jìyìbàng
記憶猶新	jìyìyóuxīn
記憶缺失	jìyì quēshī
記憶術	jìyìshù
記憶	jìyì
記憶	jìyì
記憶體	jìyìtǐ
記掛	jìguà
記敘文	jìxùwén
記敘	jìxù
記法	jìfǎ
記牢	jìláo
記者會	jìzhěhuì
記者	jìzhě
記著	jìzhe
記號筆	jìhàobǐ
記號	jìhào
記誦	jìsòng
記譜法	jìpǔfǎ
記	jì
記載	jì載
記載	jì載
記述	jìshù
記述	jìshù
記過	jìguò
記錄片	jìlùpiàn,jìlùpiān
記錄	jìlù
記錄	jìlù
訙	xùn
訛傳	échuán
訛傳	échuán
訛字	ézì
訛言	éyán
訛詐	ézhà
訛變	ébiàn
訛	é
訜	fēn,bīn
訝然	yàrán
訝異	yàyì
訝	yà
訞	yāo
訟	sòng
訣別	juébié
訣竅	juéqiào
訣	jué
訥會	nèhuì
訥	nè
訦	chén
訩	xiōng
訪問學者	fǎngwèn xuézhě
訪問者	fǎngwènzhě
訪問	fǎngwèn
訪客	fǎngkè
訪視	fǎngshì
訪談	fǎngtán
訪	fǎng
設使	shèshǐ
設備	shèbèi
設備	shèbèi
設問	shèwèn
設問	shèwèn
設在	shèzài
設定	shèdìng
設定	shèdìng
設宴	shèyàn
設得蘭人	Shèdelánrén
設得蘭矮種馬	Shèdélán ǎizhǒngmǎ
設得蘭群島	Shèdélán Qúndǎo
設得蘭	Shèdelán
設德蘭人	Shèdelánrén
設德蘭矮種馬	Shèdelán ǎizhǒngmǎ
設德蘭群島	Shèdélán Qúndǎo
設德蘭	Shèdelán
設心	shèxīn
設想	shèxiǎng
設想	shèxiǎng
設拉子	Shèlāzǐ
設拉子	Shèlāzǐ
設施	shèshī
設有	shèyǒu
設法	shèfǎ
設立	shèlì
設置	shèzhì
設置	shèzhì
設若	shèruò
設計圖	shèjìtú
設計家	shèjìjiā
設計師標籤	shèjìshī biāoqiān
設計師	shèjìshī
設計	shèjì
設計	shèjì
設	shè
設防	shèfáng
訰	zhùn
許久	xǔjiǔ
許允	xǔyǔn
許可證	xǔkězhèng
許可	xǔkě
許多	xǔduō
許婚	xǔhūn
許嫁	xǔjià
許昌	Xǔchāng
許親	xǔqīn
許諾	xǔnuò
許	xǔ
許都	Xǔdū
許配	xǔpèi
許韶	Xǔ Sháo
許願井	xǔyuànjǐng
許願池	xǔyuànchí
許願	xǔyuàn
訴求	sùqiú
訴求	sùqiú
訴狀	sùzhuàng
訴苦	sùkǔ
訴訟	sùsòng
訴說	sùshuō
訴諸	sùzhū
訴	sù
訴追	sùzhuī
訶子	hēzǐ
訶	hē
訶陵	Hēlíng
診室	zhěn室
診察	zhěnchá
診床	zhěnchuáng
診所	zhěnsuǒ
診斷	zhěnduàn
診斷	zhěnduàn
診治	zhěnzhì
診療	zhěnliáo
診療	zhěnliáo
診脈	zhěn脉
診	zhěn
診費	zhěnfèi
註冊商標	zhùcè shāngbiāo
註冊	zhùcè
註冊	zhùcè
註定	zhùdìng
註	zhù
註腳	zhùjiǎo
註解	zhùjiě
註解	zhùjiě
註銷	zhùxiāo
註銷	zhùxiāo
註音	zhùyīn
註音	zhùyīn
訾	zǐ,zī
詁	gǔ
詆毀	dǐhuǐ
詆毀	dǐhuǐ
詆	dǐ
詈	lì
詈詞	lìcí
詊	pàn
詍	yì
詎	jù
詏	ào
詐取	zhàqǔ
詐敗	zhàbài
詐欺	zhàqī
詐稱	zhàchēng
詐言	zhàyán
詐	zhà
詐騙犯	zhàpiànfàn
詐騙	zhàpiàn
詐騙	zhàpiàn
詒	yí
詔令	zhàolìng
詔令	zhàolìng
詔命	zhàomìng
詔安	Zhào'ān
詔書	zhàoshū
詔	zhào
評估	pínggū
評估	pínggū
評傳	píngzhuàn
評價	píngjià
評價	píngjià
評優	píngyōu
評分	píngfēn
評分	píngfēn
評判	píngpàn
評判	píngpàn
評劇	píngjù
評功	pínggōng
評委	píngwěi
評定	píngdìng
評審	píngshěn
評審	píngshěn
評彈	píngtán
評斷	píngduàn
評書	píngshū
評比	píngbǐ
評獎	píngjiǎng
評理	pínglǐ
評級	píngjí
評註家	píngzhùjiā
評註	píngzhù
評話	pínghuà
評語	píngyǔ
評說	píngshuō
評論員	pínglùnyuán
評論家	pínglùnjiā
評論	pínglùn
評論	pínglùn
評議	píngyì
評	píng
評選	píngxuǎn
評鑑	píngjiàn
評閱	píngyuè
詖	bì
詗	xiòng
詘	qū
詛咒	zǔzhòu
詛	zǔ
詞兒	cír
詞典學	cídiǎnxué
詞典	cídiǎn
詞句	cíjù
詞尾	cíwěi
詞幹	cígàn
詞序	cíxù
詞庫	cíkù
詞彙學	cíhuìxué
詞彙空缺	cíhuì kòngquē
詞彙表	cíhuìbiǎo
詞彙	cíhuì
詞彙量	cíhuìliàng
詞形	cíxíng
詞性	cíxìng
詞意	cíyì
詞曲	cíqǔ
詞根	cígēn
詞條	cítiáo
詞源	cíyuán
詞目	címù
詞素	císù
詞組	cízǔ
詞綴	cízhuì
詞義	cíyì
詞訟	císòng
詞語	cíyǔ
詞	cí
詞頭	cítóu
詞類	cílèi
詠	yǒng
詠嘆	yǒngtàn
詠嘆調	yǒngtàndiào
詠春	Yǒngchūn
詠春拳	Yǒngchūnquán
詡	xǔ
詢問	xúnwèn
詢	xún
詣	yì
試一試	shì一shì
試劑	shìjì
試卷	shìjuàn
試問	shìwèn
試嘗	shìcháng
試圖	shìtú
試場	shì場
試婚	shìhūn
試婚	shìhūn
試工	shìgōng
試想	shìxiǎng
試手兒	shìshǒur
試手兒	shìshǒur
試手	shìshǒu
試手	shìshǒu
試掘	shìjué
試探	shìtan,shìtàn
試探	shìtàn
試樣	shìyàng
試樣	shìyàng
試演	shìyǎn
試用期	shìyòng期
試用	shìyòng
試看	shìkàn
試穿	shìchuān
試算表	shìsuànbiǎo
試管嬰兒	shìguǎn yīng'ér
試管	shìguǎn
試紙	shìzhǐ
試紙	shìzhǐ
試行	shìxíng
試衣	shìyī
試衣間	shìyījiān
試製	shìzhì
試課	shìkè
試論	shìlùn
試論	shìlùn
試	shì
試身	shìshēn
試金石	shìjīnshí
試鏡	shìjìng
試題冊	shìtícè
試題	shìtí
試食	shìshí
試駕	shìjià
試驗	shìyàn
試驗	shìyàn
試點	shìdiǎn
試點	shìdiǎn
試鼎	shìdǐng
詩人	shīrén
詩仙	shīxiān
詩句	shījù
詩史	shīshǐ
詩學	shīxué
詩巫	Shīwū
詩情畫意	shīqínghuàyì
詩意	shīyì
詩梳風	Shīshūfēng
詩歌	shīgē
詩稿	shīgǎo
詩篇	shīpiān
詩篇	shīpiān
詩經	Shījīng
詩詞	shīcí
詩話	shīhuà
詩	shī
詩集	shījí
詩韻	shīyùn
詫異	chàyì
詫	chà
詬病	gòubìng
詬罵	gòumà
詬	gòu
詭異	guǐyì
詭計	guǐjì
詭詐	guǐzhà
詭譎	guǐjué
詭譎	guǐjué
詭	guǐ
詭辯	guǐbiàn
詮	quán
詮釋	quánshì
詰問	jiéwèn
詰	jié
話不投機半句多	huàbùtóujī bàn jù duō
話不說不明	huà bù shuō bùmíng
話劇	huàjù
話匣子	huàxiázi
話是這麼說	huà shì zhème shuō
話本	huàběn
話柄	huàbǐng,huàbìng
話梅	huàméi
話癆	huàláo
話筒	huàtǒng
話舊	huàjiù
話語權	huàyǔquán
話語	huàyǔ
話說	huàshuō
話	huà
話費	huàfèi
話音	huàyīn
話題	huàtí
該亞法	Gāi亞fǎ
該你了	gāi nǐ le
該死	gāisǐ
該死	gāisǐ
該當	gāidāng
該	gāi
該隱	Gāiyǐn
詳密	xiángmì
詳情	xiángqíng
詳明	xiángmíng
詳盡	xiángjìn
詳細	xiángxì
詳細	xiángxì
詳	xiáng
詳述	xiángshù
詵	shēn
詹姆斯	Zhānmǔsī
詹	zhān
詺	mìng
詻	è
詼諧	huīxié
詼	huī
詿	guà
誂	diào
誂	tiǎo
誃	chī
誄	lěi
誅戮	zhūlù
誅殺	zhūshā
誅求	zhūqiú
誅絕	zhūjué
誅	zhū
誅逆	zhūnì
誆	kuāng
誇口	kuākǒu
誇大	kuādà
誇	kuā
誇張	kuāzhāng
誇張	kuāzhāng
誇張	kuāzhāng
誇獎	kuājiǎng
誇示	kuāshì
誇耀	kuāyào
誇飾	kuāshì
誌	zhì
認作	rènzuò
認出	rènchū
認可	rènkě
認可	rènkě
認同	rèntóng
認同	rèntóng
認命	rènmìng
認字	rènzì
認定	rèndìng
認床	rènchuáng
認得	rènde
認清	rènqīng
認為	rènwéi
認生	rènshēng
認真	rènzhēn
認真	rènzhēn
認真	rènzhēn
認知失調	rènzhī shītiáo
認知心理學	rènzhī xīnlǐxué
認知科學	rènzhī kēxué
認知	rènzhī
認知	rènzhī
認知	rènzhī
認罪協商	rènzuì xiéshāng
認罪協商	rènzuì xiéshāng
認罪	rènzuì
認罰	rènfá
認親	rènqīn
認證	rènzhèng
認識論	rènshilùn,rènshìlùn
認識	rènshi,rènshì
認識	rènshi,rènshì
認	rèn
認購	rèngòu
認輸	rènshū
認錯	rèncuò
認領	rènlǐng
誑	kuáng
誒	xī,yì,éi,ěi,èi
誓師	shìshī
誓師	shìshī
誓死	shìsǐ
誓約	shìyuē
誓言	shìyán
誓言	shìyán
誓詞	shìcí
誓	shì
誕生	dànshēng
誕	dàn
誕辰	dànchén
誘人	yòurén
誘使	yòushǐ
誘因	yòuyīn
誘導	yòudǎo
誘引	yòuyǐn
誘惑力	yòuhuòlì
誘惑	yòuhuò
誘惑	yòuhuò
誘拐	yòuguǎi
誘敵	yòudí
誘發	yòufā
誘致	yòuzhì
誘變劑	yòubiànjì
誘	yòu
誘集	yòují
誘餌	yòu'ěr
誘騙	yòupiàn
語句	yǔjù
語域	yǔyù
語塞	yǔsè
語境	yǔjìng
語尾	yǔwěi
語幹	yǔgàn
語序	yǔxù
語彙	yǔhuì
語意	yǔyì
語意	yǔyì
語感	yǔgǎn
語態	yǔtài
語文學	yǔwénxué
語文	yǔwén
語料庫語言學	yǔliàokù yǔyánxué
語料庫	yǔliàokù
語料	yǔliào
語族	yǔzú
語根	yǔgēn
語標	yǔbiāo
語氣詞	yǔqìcí
語氣	yǔqì
語法學	yǔfǎxué
語法	yǔfǎ
語源學	yǔyuánxué
語源	yǔyuán
語無倫次	yǔwúlúncì
語用學	yǔyòngxué
語用	yǔyòng
語病	yǔbìng
語碼	yǔmǎ
語碼轉換	yǔmǎ zhuǎnhuàn
語種	yǔzhǒng
語系	yǔxì
語義場	yǔyì場
語義學	yǔyìxué
語義	yǔyì
語言學家	yǔyánxuéjiā
語言學者	yǔyánxuézhě
語言學	yǔyánxué
語言藝術	yǔyán yìshù
語言	yǔyán
語言	yǔyán
語言關	yǔyánguān
語詞	yǔcí
語調	yǔdiào
語	yǔ
語	yù
語速	yǔsù
語錄	yǔlù
語音信息	yǔyīn xìn息
語音學	yǔyīnxué
語音	yǔyīn
誠信	chéngxìn
誠如	chéngrú
誠實	chéngshí
誠實	chéngshí
誠心所願	chéngxīnsuǒyuàn
誠心誠意	chéngxīnchéngyì
誠心	chéngxīn
誠心	chéngxīn
誠心	chéngxīn
誠意	chéngyì
誠懇	chéngkěn
誠摯	chéngzhì
誠	chéng
誡命	jièmìng
誡	jiè
誣告	wūgào
誣蔑	wūmiè
誣蔑	wūmiè
誣	wū
誣賴	wūlài
誣陷	wūxiàn
誤事	wùshì
誤人子弟	wùrénzǐdì
誤傳	wùchuán
誤傳	wùchuán
誤傷	wùshāng
誤傷	wùshāng
誤區	wùqū
誤報	wùbào
誤導	wùdǎo
誤導	wùdǎo
誤差	wùchā
誤會	wùhuì
誤會	wùhuì
誤植	wùzhí
誤植	wùzhí
誤殺	wùshā
誤殺	wùshā
誤稱	wùchēng
誤稱	wùchēng
誤解	wùjiě
誤解	wùjiě
誤診	wùzhěn
誤謬	wùmiù
誤譯	wùyì
誤譯	wùyì
誤讀	wùdú
誤讀	wùdú
誤	wù
誤點	wùdiǎn
誥	gào
誦習	sòngxí
誦讀	sòngdú
誦	sòng
誨	huì,huǐ
誩	jìng
說三道四	shuōsāndàosì
說不定	shuō不dìng
說不定	shuō不dìng
說不準	shuōbuzhǔn
說不準	shuōbuzhǔn
說不過去	shuōbuguòqù
說了算	shuōlesuàn
說來話長	shuōláihuàcháng
說來	shuōlái
說出	shuōchū
說到底	shuōdàodǐ
說到	shuōdào
說到	shuōdào
說唱	shuōchàng
說夢話	shuō mènghuà
說好	shuōhǎo
說媒	shuōméi
說媒	shuōméi
說完	shuōwán
說完	shuōwán
說定	shuōdìng
說客	shuìkè
說得過去	shuōdeguòqù
說情	shuōqíng
說教	shuōjiào
說明書	shuōmíngshū
說明會	shuōmínghuì
說明	shuōmíng
說明	shuōmíng
說時遲，那時快	shuō shí chí, nà shí kuài
說書	shuōshū
說曹操，曹操到	shuō Cáo Cāo, Cáo Cāo dào
說服力	shuōfúlì,shuìfúlì
說服	shuōfú,shuìfú
說法	shuōfǎ
說法	shuōfǎ
說理	shuōlǐ
說白了	shuōbáile
說白	shuōbái
說的是	shuō de shì
說真的	shuōzhēnde
說破	shuōpò
說穿	shuōchuān
說笑	shuōxiào
說親	shuōqīn
說詞	shuōcí
說話	shuōhuà
說誓	shuōshì
說謊者	shuōhuǎngzhě
說謊	shuōhuǎng
說	shuì
說	shuō
說	tuō
說	yuè
說起	shuōqǐ
說辭	shuōcí
說道	shuōdào
說項	shuōxiàng
誰家	shéijiā
誰知道	shéi zhīdào,shuí zhīdào
誰說不是呢	shéi shuō 不 shì ne
誰誰	shéishéi
誰	shéi,shuí
課件	kèjiàn
課堂	kètáng
課外	kèwài
課外	kèwài
課室	kè室
課文	kèwén
課時	kèshí
課本	kèběn
課業	kèyè
課程	kèchéng
課	kè
課金	kèjīn
課長	kèzhǎng
課間	kèjiān
課題組	kètízǔ
課題	kètí
課餘	kèyú
課餘	kèyú
誹謗罪	fěibàngzuì
誹謗	fěibàng
誹謗	fěibàng
誹	fěi
誺	chī
誻	tà
誼	yì,yí
誾	yín
調令	diàolìng
調任	diàorèn
調低	tiáodī
調侃	tiáokǎn
調停	tiáotíng
調兵	diàobīng
調劑	tiáojì
調動	diàodòng
調包	diàobāo
調合	tiáohé
調味劑	tiáowèijì
調味品	tiáowèipǐn
調味料	tiáowèiliào
調味汁	tiáowèizhī
調味	tiáowèi
調味	tiáowèi
調和	tiáohé
調和	tiáohé
調和	tiáohé
調子	diàozi
調布	Tiáobù
調幅	tiáofú
調度	diàodù
調度	diàodù
調式	diàoshì
調性	diàoxìng
調情	tiáoqíng
調戲	tiáoxì
調換	diàohuàn
調撥	diàobō
調撥	tiáobō
調教	tiáojiào
調整	tiáozhěng
調料	tiáoliào
調查員	diàocháyuán
調查報告	diàochá bàogào
調查工作	diàochá gōngzuò
調查	diàochá
調查	diàochá
調治	tiáozhì
調理	tiáolǐ
調琴	tiáoqín
調皮	tiáopí
調皮鬼	tiáopíguǐ
調研員	diàoyányuán
調研	diàoyán
調笑	tiáoxiào
調節	tiáojié
調羹	tiáogēng
調腔	diàoqiāng
調色板	tiáosèbǎn
調虎離山	diàohǔlíshān
調處	tiáochǔ
調號	diàohào
調製解調器	tiáozhì jiětiáoqì
調製	tiáozhì
調製	tiáozhì
調解	tiáojiě
調解	tiáojiě
調試器	tiáoshìqì
調試	tiáoshì
調護	tiáohù
調變	tiáobiàn
調	diào
調	tiáo
調	zhōu
調走	diàozǒu
調轉	diàozhuǎn
調遣	diàoqiǎn
調適	tiáoshì
調配	diàopèi
調配	tiáopèi
調酒師	tiáojiǔshī
調酒	tiáojiǔ
調門	diàomén
調離	diàolí
調音	tiáoyīn
調音	tiáoyīn
調頻	tiáopín
調類	diàolèi
調養	tiáoyǎng
調高	tiáogāo
諂媚	chǎnmèi
諂諛	chǎnyú
諂	chǎn
諄諄	zhūnzhūn
諄	zhūn
談何容易	tánhéróngyì
談何容易	tánhéróngyì
談判	tánpàn
談判	tánpàn
談到	tándào
談吐	tántǔ
談天	tántiān
談妥	tántuǒ
談婚論嫁	tánhūnlùnjià
談心	tánxīn
談情說愛	tánqíngshuō'ài
談戀愛	tánliàn'ài
談笑自若	tánxiào zìruò
談笑	tánxiào
談笑風生	tánxiàofēngshēng
談話	tánhuà
談話	tánhuà
談談	tántán
談論	tánlùn
談議	tányì
談	tán
談資	tánzī
談起	tánqǐ
諉過	wěiguò
請便	qǐngbiàn
請假條	qǐngjiàtiáo
請假	qǐngjià
請勿打擾	qǐng wù dǎrǎo
請君入甕	qǐngjūnrùwèng
請命	qǐngmìng
請問	qǐngwèn
請安	qǐng'ān
請客	qǐngkè
請帖	qǐngtiě
請慢用	qǐng màn yòng
請教	qǐngjiào
請柬	qǐngjiǎn
請求	qǐngqiú
請求	qǐngqiú
請示	qǐngshì
請神容易送神難	qǐng shén róngyì sòng shén nán
請等一下	qǐng děng 一xià
請纓	qǐngyīng
請罪	qǐngzuì
請	jìng
請	qíng
請	qīng
請	qǐng
請賞	qǐngshǎng
請降	qǐngxiáng
請願	qǐngyuàn
諍	zhèng
諎	zé
諏訪	Zōufǎng
諏	zōu
諒山	Liàngshān
諒解備忘錄	liàngjiě bèiwànglù
諒解	liàngjiě
諒解	liàngjiě
諒	liàng,liáng
諓	jiàn
論元	lùnyuán
論叢	lùncóng
論域	lùnyù
論壇報	Lùntán Bào
論壇	lùntán
論客	lùnkè
論戰	lùnzhàn
論戰	lùnzhàn
論據	lùnjù
論敵	lùndí
論文	lùnwén
論文集	lùnwénjí
論斷	lùnduàn
論旨	lùnzhǐ
論理	lùnlǐ
論理	lùnlǐ
論理	lùnlǐ
論著	lùnzhù
論語	Lúnyǔ
論說	lùnshuō
論調	lùndiào
論證會	lùnzhènghuì
論證	lùnzhèng
論證	lùnzhèng
論	lùn
論	lún
論述	lùnshù
論述	lùnshù
論題	lùntí
論點	lùndiǎn
諛言	yúyán
諛	yú
諜報	diébào
諜	dié
諜間	diéjiān
諝	xū
諞	piǎn
諢名	hùnmíng
諢	hùn
諣	guā
諣	huà
諤	è
諦聽	dìtīng
諦視	dìshì
諦	dì
諧和	xiéhé
諧聲	xiéshēng
諧謔	xié謔
諧謔	xié謔
諧	xié
諧音	xiéyīn
諫早	Jiànzǎo
諫議大夫	jiànyì dàfū
諫議	jiànyì
諫議	jiànyì
諫	jiàn
諭	yù
諮商	zīshāng
諮詢	zīxún
諮詢	zīxún
諱言	huìyán
諱	huì
諳熟	ān熟
諳練	ānliàn
諳練	ānliàn
諳習	ānxí
諳	ān
諶	chén
諶	Shèn
諷刺文	讽cìwén
諷刺畫	讽cìhuà
諷刺	諷cì
諷刺	諷cì
諷喻	讽yù
諷諫	讽jiàn
諷	讽
諸位	zhūwèi
諸侯國	zhūhóuguó
諸侯	zhūhóu
諸公	zhūgōng
諸君	zhūjūn
諸城	Zhūchéng
諸夏	Zhūxià
諸多	zhūduō
諸如此類	zhūrúcǐlèi
諸如	zhūrú
諸子百家	Zhūzǐ Bǎijiā
諸種	zhūzhǒng
諸聖節	zhūshèngjié
諸般	zhūbān
諸葛亮借東風	Zhū葛 Liàng jiè dōngfēng
諸葛亮	Zhū葛 Liàng
諸葛亮	Zhū葛 Liàng
諸葛菜	zhūgěcài
諸葛	Zhū葛
諸	zhū
諺文	yànwén
諺語	yànyǔ
諺	yàn
諼	xuān,shuàn
諾亞方舟	Nuò亚 Fāngzhōu
諾亞	Nuò亚
諾厄	Nuò'è
諾威	Nuòwēi
諾斯底主義	nuòsīdǐzhǔyì
諾曼底	Nuòmàndǐ
諾省	Nuò Shěng
諾維亞語	Nuòwéiyàyǔ
諾華斯高沙	Nuòhuá-Sīgāoshā
諾蘇	Nuòsū
諾言	nuòyán
諾諾	nuònuò
諾	nuò
諾貝爾獎	Nuòbèi'ěr jiǎng
諾貝爾	Nuòbèi'ěr
諾里奇	Nuòlǐqí
諾魯語	Nuòlǔyǔ
諾魯	Nuòlǔ
謀事	móushì
謀劃	móuhuà
謀反	móufǎn
謀取	móuqǔ
謀叛	móupàn
謀士	móushì
謀害	móuhài
謀殺	móushā
謀殺	móushā
謀求	móuqiú
謀生	móushēng
謀略	móulüè
謀臣武將	móuchén wǔjiàng
謀臣	móuchén
謀	móu
謁見	yèjiàn
謁	yè
謂語	wèiyǔ
謂	wèi
謄寫	téngxiě
謄清	téngqīng
謄	téng
謅	zhōu
謊報	huǎngbào
謊言	huǎngyán
謊話	huǎnghuà
謊	huǎng
謎底	mídǐ
謎語	míyǔ
謎	mí,mì,mèi,mèir
謎面	mímiàn
謐	mì
謔劇	謔jù
謔稱	謔chēng
謔稱	謔chēng
謔	謔
謖	sù
謗書	bàngshū
謗	bàng
謙卑	qiānbēi
謙恭	qiāngōng
謙稱	qiānchēng
謙稱	qiānchēng
謙虛	qiānxū
謙虛	qiānxū
謙詞	qiāncí
謙誠	qiānchéng
謙讓	qiānràng
謙	qiān
謙遜	qiānxùn
謚號	shìhào
謚	shì
謚	yì
講價	jiǎngjià
講到	jiǎngdào
講和	jiǎnghé
講員	jiǎngyuán
講堂	jiǎngtáng
講壇	jiǎngtán
講大話	jiǎngdàhuà
講學	jiǎngxué
講學	jiǎngxué
講師	jiǎngshī
講座	jiǎngzuò
講明	jiǎngmíng
講書	jiǎngshū
講求	jiǎngqiú
講法	jiǎngfǎ
講演	jiǎngyǎn
講演	jiǎngyǎn
講理	jiǎnglǐ
講真	jiǎngzhēn
講禮	jiǎnglǐ
講禮貌	jiǎng lǐmào
講稿	jiǎnggǎo
講究	jiǎngjiu
講究	jiǎngjiū,jiǎngjiù
講究	jiǎngjiu
